"record 119_06, signal 0","record 119_06, signal 1"
-1.21,-0.32
-1.22,-0.35
-1.235,-0.355
-1.23,-0.37
-1.22,-0.36
-1.225,-0.355
-1.215,-0.345
-1.21,-0.345
-1.175,-0.32
-1.18,-0.32
-1.185,-0.33
-1.21,-0.315
-1.19,-0.335
-1.2,-0.34
-1.205,-0.345
-1.21,-0.345
-1.21,-0.355
-1.21,-0.34
-1.205,-0.34
-1.185,-0.325
-1.195,-0.315
-1.16,-0.31
-1.175,-0.315
-1.165,-0.32
-1.17,-0.325
-1.17,-0.33
-1.175,-0.355
-1.175,-0.36
-1.165,-0.355
-1.175,-0.345
-1.155,-0.335
-1.145,-0.335
-1.16,-0.32
-1.15,-0.305
-1.14,-0.315
-1.155,-0.33
-1.155,-0.335
-1.15,-0.325
-1.14,-0.355
-1.145,-0.335
-1.155,-0.355
-1.16,-0.34
-1.135,-0.325
-1.135,-0.325
-1.12,-0.315
-1.125,-0.32
-1.13,-0.33
-1.125,-0.325
-1.13,-0.36
-1.135,-0.365
-1.145,-0.365
-1.15,-0.36
-1.145,-0.375
-1.135,-0.37
-1.125,-0.35
-1.12,-0.345
-1.1,-0.33
-1.095,-0.335
-1.1,-0.34
-1.1,-0.35
-1.11,-0.36
-1.12,-0.355
-1.135,-0.385
-1.135,-0.385
-1.135,-0.395
-1.125,-0.385
-1.125,-0.375
-1.095,-0.375
-1.11,-0.355
-1.095,-0.365
-1.12,-0.38
-1.14,-0.385
-1.115,-0.39
-1.13,-0.39
-1.1,-0.4
-1.12,-0.405
-1.13,-0.405
-1.13,-0.39
-1.12,-0.385
-1.11,-0.38
-1.1,-0.375
-1.09,-0.38
-1.1,-0.37
-1.095,-0.38
-1.095,-0.395
-1.1,-0.395
-1.125,-0.42
-1.12,-0.405
-1.13,-0.415
-1.115,-0.41
-1.105,-0.4
-1.1,-0.4
-1.085,-0.39
-1.075,-0.39
-1.085,-0.42
-1.09,-0.4
-1.085,-0.415
-1.09,-0.435
-1.1,-0.425
-1.09,-0.425
-1.095,-0.425
-1.1,-0.4
-1.08,-0.405
-1.08,-0.4
-1.085,-0.4
-1.07,-0.39
-1.08,-0.39
-1.085,-0.415
-1.075,-0.42
-1.07,-0.405
-1.08,-0.425
-1.09,-0.43
-1.085,-0.435
-1.08,-0.425
-1.075,-0.425
-1.07,-0.41
-1.065,-0.405
-1.055,-0.415
-1.05,-0.405
-1.05,-0.415
-1.06,-0.42
-1.065,-0.42
-1.075,-0.43
-1.085,-0.43
-1.085,-0.43
-1.075,-0.43
-1.08,-0.41
-1.075,-0.4
-1.075,-0.39
-1.06,-0.39
-1.06,-0.4
-1.05,-0.4
-1.055,-0.415
-1.06,-0.42
-1.07,-0.435
-1.075,-0.44
-1.065,-0.45
-1.07,-0.435
-1.07,-0.44
-1.055,-0.42
-1.05,-0.41
-1.05,-0.43
-1.045,-0.41
-1.055,-0.41
-1.055,-0.425
-1.06,-0.43
-1.06,-0.425
-1.065,-0.45
-1.07,-0.43
-1.07,-0.445
-1.075,-0.42
-1.065,-0.42
-1.05,-0.41
-1.04,-0.42
-1.04,-0.42
-1.045,-0.43
-1.05,-0.445
-1.055,-0.45
-1.07,-0.475
-1.06,-0.46
-1.08,-0.465
-1.08,-0.47
-1.07,-0.465
-1.065,-0.43
-1.055,-0.425
-1.035,-0.425
-1.04,-0.42
-1.045,-0.43
-1.035,-0.425
-1.05,-0.455
-1.055,-0.47
-1.06,-0.475
-1.055,-0.47
-1.065,-0.465
-1.05,-0.455
-1.065,-0.45
-1.055,-0.46
-1.035,-0.435
-1.045,-0.44
-1.045,-0.44
-1.035,-0.46
-1.04,-0.46
-1.04,-0.485
-1.045,-0.495
-1.045,-0.49
-1.04,-0.465
-1.045,-0.45
-1.025,-0.43
-1.01,-0.425
-1.005,-0.415
-1.02,-0.43
-1.015,-0.41
-1.025,-0.44
-1.03,-0.455
-1.05,-0.47
-1.055,-0.465
-1.065,-0.455
-1.045,-0.445
-1.02,-0.45
-1.035,-0.435
-1.025,-0.42
-1.015,-0.43
-1.03,-0.45
-1.005,-0.43
-1.02,-0.45
-1.025,-0.45
-1.03,-0.475
-1.03,-0.47
-1.04,-0.465
-1.035,-0.435
-1.035,-0.445
-1.015,-0.435
-1.03,-0.405
-1.0,-0.415
-0.995,-0.42
-0.995,-0.42
-1.005,-0.445
-1.01,-0.445
-1.035,-0.455
-1.04,-0.45
-1.045,-0.47
-1.035,-0.45
-1.03,-0.455
-1.01,-0.445
-1.015,-0.425
-1.0,-0.425
-1.0,-0.44
-1.005,-0.435
-1.01,-0.445
-1.02,-0.45
-1.02,-0.455
-1.035,-0.47
-1.05,-0.465
-1.045,-0.45
-1.05,-0.44
-1.045,-0.43
-1.03,-0.43
-1.01,-0.41
-1.0,-0.415
-1.01,-0.425
-1.01,-0.44
-1.015,-0.455
-1.025,-0.46
-1.045,-0.47
-1.045,-0.46
-1.04,-0.46
-1.02,-0.45
-1.015,-0.44
-1.015,-0.44
-1.01,-0.45
-1.01,-0.43
-1.0,-0.445
-0.995,-0.45
-1.01,-0.45
-1.015,-0.45
-1.02,-0.46
-1.025,-0.445
-1.02,-0.455
-1.015,-0.43
-1.01,-0.44
-0.985,-0.42
-0.98,-0.425
-0.985,-0.415
-0.99,-0.425
-0.995,-0.45
-1.015,-0.44
-1.015,-0.45
-1.02,-0.47
-1.01,-0.465
-1.015,-0.445
-0.99,-0.46
-0.985,-0.44
-0.97,-0.44
-0.95,-0.435
-0.93,-0.425
-0.93,-0.415
-0.915,-0.42
-0.905,-0.42
-0.895,-0.4
-0.875,-0.395
-0.86,-0.39
-0.865,-0.365
-0.83,-0.35
-0.805,-0.355
-0.78,-0.33
-0.74,-0.33
-0.7,-0.34
-0.665,-0.345
-0.63,-0.375
-0.625,-0.41
-0.655,-0.43
-0.675,-0.465
-0.705,-0.49
-0.7,-0.465
-0.685,-0.485
-0.69,-0.485
-0.705,-0.46
-0.72,-0.46
-0.77,-0.47
-0.82,-0.46
-0.885,-0.46
-0.955,-0.48
-0.995,-0.48
-1.02,-0.485
-1.015,-0.495
-1.02,-0.49
-1.02,-0.485
-1.015,-0.485
-0.985,-0.485
-0.98,-0.49
-1.0,-0.475
-0.995,-0.48
-1.02,-0.495
-1.035,-0.495
-1.03,-0.525
-1.035,-0.53
-1.03,-0.525
-1.03,-0.52
-1.035,-0.505
-1.01,-0.5
-1.0,-0.48
-0.99,-0.465
-0.995,-0.465
-0.995,-0.48
-1.015,-0.495
-1.025,-0.5
-1.06,-0.505
-1.09,-0.485
-1.08,-0.46
-1.045,-0.42
-0.965,-0.35
-0.8,-0.29
-0.575,-0.27
-0.27,-0.3
0.085,-0.375
0.455,-0.525
0.78,-0.725
1.03,-0.97
1.145,-1.2
1.14,-1.38
0.99,-1.46
0.685,-1.485
0.24,-1.43
-0.3,-1.375
-0.755,-1.265
-1.04,-1.17
-1.115,-1.07
-1.035,-0.975
-0.92,-0.9
-0.815,-0.81
-0.77,-0.765
-0.79,-0.71
-0.87,-0.635
-0.915,-0.59
-0.98,-0.535
-1.0,-0.515
-1.005,-0.49
-1.005,-0.485
-1.005,-0.48
-1.015,-0.465
-1.02,-0.485
-1.04,-0.49
-1.03,-0.475
-1.04,-0.455
-1.06,-0.445
-1.045,-0.425
-1.055,-0.41
-1.045,-0.415
-1.05,-0.4
-1.045,-0.41
-1.03,-0.415
-1.025,-0.425
-1.045,-0.43
-1.055,-0.445
-1.065,-0.435
-1.07,-0.445
-1.06,-0.44
-1.055,-0.42
-1.055,-0.42
-1.05,-0.415
-1.045,-0.41
-1.025,-0.42
-1.045,-0.41
-1.065,-0.43
-1.065,-0.425
-1.06,-0.435
-1.07,-0.435
-1.08,-0.41
-1.07,-0.425
-1.06,-0.41
-1.06,-0.405
-1.055,-0.4
-1.035,-0.395
-1.025,-0.395
-1.03,-0.385
-1.025,-0.415
-1.04,-0.425
-1.035,-0.425
-1.045,-0.425
-1.04,-0.42
-1.025,-0.43
-1.025,-0.42
-1.005,-0.41
-1.01,-0.41
-0.995,-0.39
-0.99,-0.395
-0.985,-0.385
-0.975,-0.405
-0.985,-0.405
-0.985,-0.4
-0.985,-0.4
-0.99,-0.4
-0.97,-0.4
-0.96,-0.38
-0.95,-0.375
-0.915,-0.365
-0.91,-0.35
-0.91,-0.35
-0.885,-0.35
-0.885,-0.36
-0.885,-0.35
-0.875,-0.355
-0.865,-0.36
-0.86,-0.365
-0.85,-0.37
-0.835,-0.355
-0.795,-0.335
-0.785,-0.315
-0.765,-0.32
-0.745,-0.31
-0.72,-0.305
-0.71,-0.315
-0.695,-0.335
-0.69,-0.32
-0.675,-0.355
-0.66,-0.325
-0.65,-0.335
-0.62,-0.345
-0.62,-0.315
-0.575,-0.325
-0.545,-0.315
-0.545,-0.33
-0.535,-0.33
-0.52,-0.345
-0.515,-0.38
-0.51,-0.38
-0.505,-0.39
-0.495,-0.39
-0.485,-0.39
-0.47,-0.395
-0.46,-0.39
-0.455,-0.385
-0.45,-0.37
-0.46,-0.375
-0.48,-0.4
-0.5,-0.41
-0.525,-0.405
-0.55,-0.44
-0.57,-0.44
-0.595,-0.435
-0.615,-0.42
-0.63,-0.415
-0.65,-0.405
-0.675,-0.41
-0.695,-0.4
-0.7,-0.405
-0.74,-0.425
-0.765,-0.425
-0.78,-0.43
-0.81,-0.445
-0.81,-0.445
-0.835,-0.43
-0.84,-0.425
-0.85,-0.42
-0.85,-0.42
-0.84,-0.41
-0.835,-0.41
-0.84,-0.42
-0.85,-0.415
-0.855,-0.425
-0.875,-0.43
-0.895,-0.46
-0.91,-0.45
-0.915,-0.465
-0.915,-0.465
-0.905,-0.445
-0.89,-0.435
-0.87,-0.435
-0.88,-0.43
-0.88,-0.435
-0.875,-0.435
-0.885,-0.435
-0.89,-0.445
-0.88,-0.445
-0.895,-0.455
-0.9,-0.45
-0.895,-0.445
-0.885,-0.44
-0.87,-0.44
-0.86,-0.45
-0.85,-0.425
-0.84,-0.44
-0.85,-0.445
-0.865,-0.465
-0.85,-0.46
-0.86,-0.49
-0.855,-0.485
-0.86,-0.485
-0.86,-0.48
-0.87,-0.47
-0.85,-0.46
-0.855,-0.46
-0.845,-0.445
-0.84,-0.45
-0.865,-0.44
-0.86,-0.455
-0.855,-0.46
-0.85,-0.475
-0.855,-0.47
-0.875,-0.47
-0.875,-0.475
-0.875,-0.47
-0.86,-0.455
-0.845,-0.43
-0.84,-0.44
-0.835,-0.43
-0.855,-0.45
-0.865,-0.47
-0.875,-0.485
-0.89,-0.48
-0.9,-0.49
-0.89,-0.485
-0.895,-0.49
-0.89,-0.465
-0.9,-0.45
-0.895,-0.44
-0.88,-0.44
-0.86,-0.44
-0.885,-0.435
-0.885,-0.465
-0.9,-0.46
-0.905,-0.475
-0.92,-0.485
-0.925,-0.485
-0.925,-0.475
-0.91,-0.465
-0.925,-0.455
-0.93,-0.445
-0.92,-0.435
-0.93,-0.45
-0.91,-0.46
-0.93,-0.48
-0.92,-0.49
-0.945,-0.475
-0.955,-0.49
-0.945,-0.49
-0.955,-0.485
-0.95,-0.49
-0.95,-0.47
-0.94,-0.46
-0.92,-0.465
-0.915,-0.465
-0.925,-0.455
-0.94,-0.475
-0.945,-0.49
-0.955,-0.505
-0.96,-0.51
-0.95,-0.515
-0.955,-0.51
-0.955,-0.5
-0.945,-0.49
-0.955,-0.485
-0.95,-0.475
-0.94,-0.48
-0.935,-0.51
-0.94,-0.51
-0.95,-0.515
-0.96,-0.53
-0.96,-0.525
-0.965,-0.515
-0.96,-0.51
-0.965,-0.485
-0.945,-0.48
-0.915,-0.48
-0.93,-0.475
-0.935,-0.475
-0.945,-0.485
-0.93,-0.495
-0.955,-0.515
-0.945,-0.505
-0.945,-0.51
-0.955,-0.505
-0.935,-0.52
-0.95,-0.5
-0.945,-0.49
-0.935,-0.505
-0.925,-0.48
-0.92,-0.495
-0.92,-0.485
-0.91,-0.495
-0.915,-0.495
-0.92,-0.5
-0.915,-0.505
-0.905,-0.5
-0.89,-0.47
-0.85,-0.445
-0.83,-0.44
-0.81,-0.43
-0.79,-0.415
-0.77,-0.42
-0.765,-0.39
-0.76,-0.4
-0.735,-0.4
-0.725,-0.405
-0.71,-0.4
-0.67,-0.4
-0.635,-0.41
-0.6,-0.415
-0.585,-0.425
-0.58,-0.445
-0.59,-0.445
-0.595,-0.46
-0.61,-0.49
-0.615,-0.52
-0.615,-0.515
-0.62,-0.535
-0.65,-0.525
-0.685,-0.525
-0.73,-0.535
-0.765,-0.535
-0.815,-0.53
-0.865,-0.52
-0.895,-0.515
-0.92,-0.5
-0.94,-0.505
-0.945,-0.52
-0.96,-0.54
-0.96,-0.55
-0.965,-0.555
-0.97,-0.56
-0.975,-0.56
-0.965,-0.535
-0.96,-0.53
-0.95,-0.515
-0.96,-0.52
-0.96,-0.52
-0.96,-0.52
-0.96,-0.52
-0.965,-0.52
-0.97,-0.535
-0.97,-0.54
-0.98,-0.535
-0.97,-0.54
-0.97,-0.53
-0.97,-0.535
-0.95,-0.525
-0.93,-0.52
-0.945,-0.525
-0.925,-0.525
-0.93,-0.525
-0.945,-0.53
-0.945,-0.54
-0.98,-0.55
-1.02,-0.54
-1.04,-0.5
-1.015,-0.44
-0.96,-0.365
-0.86,-0.34
-0.695,-0.275
-0.48,-0.275
-0.225,-0.32
0.09,-0.415
0.395,-0.55
0.715,-0.72
0.955,-0.93
1.115,-1.13
1.17,-1.345
1.165,-1.48
1.095,-1.555
0.925,-1.565
0.64,-1.54
0.23,-1.495
-0.265,-1.445
-0.705,-1.38
-1.01,-1.325
-1.085,-1.245
-1.05,-1.135
-0.9,-1.035
-0.77,-0.96
-0.71,-0.885
-0.7,-0.795
-0.72,-0.72
-0.77,-0.65
-0.845,-0.605
-0.905,-0.56
-0.915,-0.535
-0.925,-0.53
-0.935,-0.52
-0.945,-0.52
-0.945,-0.515
-0.94,-0.52
-0.94,-0.495
-0.935,-0.47
-0.935,-0.47
-0.925,-0.46
-0.935,-0.445
-0.945,-0.465
-0.95,-0.48
-0.955,-0.47
-0.965,-0.475
-0.975,-0.48
-1.0,-0.49
-0.985,-0.48
-0.98,-0.455
-0.985,-0.45
-0.97,-0.445
-0.965,-0.42
-0.965,-0.42
-0.975,-0.425
-0.98,-0.435
-0.97,-0.44
-0.97,-0.46
-0.98,-0.455
-0.99,-0.455
-0.965,-0.445
-0.97,-0.445
-0.96,-0.44
-0.945,-0.435
-0.94,-0.42
-0.94,-0.435
-0.945,-0.425
-0.945,-0.435
-0.95,-0.44
-0.96,-0.465
-0.96,-0.46
-0.96,-0.47
-0.95,-0.455
-0.945,-0.46
-0.945,-0.44
-0.93,-0.435
-0.91,-0.41
-0.91,-0.41
-0.91,-0.405
-0.925,-0.41
-0.91,-0.445
-0.92,-0.455
-0.935,-0.44
-0.92,-0.435
-0.915,-0.43
-0.905,-0.445
-0.88,-0.425
-0.87,-0.405
-0.86,-0.395
-0.85,-0.405
-0.865,-0.41
-0.855,-0.41
-0.835,-0.435
-0.84,-0.445
-0.825,-0.425
-0.81,-0.425
-0.815,-0.42
-0.78,-0.41
-0.785,-0.385
-0.755,-0.385
-0.735,-0.365
-0.71,-0.37
-0.71,-0.375
-0.705,-0.39
