"record 118_10, signal 0","record 118_10, signal 1"
-1.175,-0.935
-1.185,-0.97
-1.175,-0.995
-1.185,-0.99
-1.205,-0.99
-1.2,-0.975
-1.205,-0.965
-1.2,-0.96
-1.165,-0.96
-1.13,-0.97
-1.135,-0.985
-1.15,-1.0
-1.21,-1.05
-1.225,-1.04
-1.205,-1.06
-1.215,-1.055
-1.23,-1.045
-1.265,-1.065
-1.26,-1.055
-1.21,-1.05
-1.15,-1.055
-1.15,-1.08
-1.175,-1.125
-1.205,-1.145
-1.25,-1.165
-1.32,-1.16
-1.395,-1.15
-1.47,-1.14
-1.495,-1.15
-1.485,-1.16
-1.43,-1.12
-1.375,-1.095
-1.335,-1.075
-1.275,-1.03
-1.21,-0.985
-1.155,-0.975
-1.16,-0.965
-1.215,-0.96
-1.27,-0.975
-1.3,-0.975
-1.29,-0.98
-1.26,-0.98
-1.215,-0.975
-1.17,-0.965
-1.135,-0.955
-1.09,-0.935
-1.065,-0.93
-1.04,-0.925
-1.035,-0.93
-1.025,-0.925
-1.055,-0.9
-1.07,-0.885
-1.07,-0.86
-1.04,-0.845
-0.99,-0.825
-0.96,-0.81
-0.92,-0.82
-0.885,-0.83
-0.875,-0.83
-0.89,-0.83
-0.89,-0.83
-0.915,-0.82
-0.965,-0.79
-1.005,-0.765
-1.035,-0.725
-1.04,-0.72
-0.975,-0.7
-0.905,-0.69
-0.885,-0.69
-0.85,-0.7
-0.855,-0.7
-0.905,-0.705
-0.92,-0.705
-0.955,-0.695
-0.98,-0.68
-0.955,-0.67
-0.94,-0.67
-0.935,-0.66
-0.95,-0.655
-0.96,-0.635
-0.92,-0.635
-0.915,-0.625
-0.9,-0.665
-0.93,-0.675
-0.945,-0.675
-0.945,-0.66
-0.925,-0.665
-0.915,-0.65
-0.97,-0.665
-1.035,-0.695
-1.06,-0.685
-1.05,-0.68
-1.005,-0.695
-0.94,-0.7
-0.925,-0.685
-0.92,-0.68
-0.925,-0.67
-0.93,-0.67
-0.925,-0.66
-0.93,-0.67
-0.935,-0.675
-0.925,-0.685
-0.94,-0.675
-0.985,-0.64
-1.04,-0.615
-1.075,-0.615
-1.04,-0.61
-0.975,-0.645
-0.935,-0.68
-0.905,-0.745
-0.9,-0.75
-0.96,-0.765
-1.02,-0.745
-1.07,-0.71
-1.06,-0.68
-1.02,-0.675
-0.955,-0.66
-0.89,-0.69
-0.85,-0.71
-0.87,-0.73
-0.915,-0.73
-0.975,-0.73
-1.04,-0.705
-1.045,-0.685
-1.025,-0.68
-0.975,-0.67
-0.935,-0.705
-0.905,-0.72
-0.925,-0.72
-0.94,-0.73
-0.95,-0.705
-0.955,-0.705
-0.98,-0.69
-0.975,-0.695
-0.975,-0.72
-0.985,-0.74
-0.99,-0.74
-0.965,-0.755
-0.95,-0.76
-0.93,-0.73
-0.89,-0.72
-0.865,-0.705
-0.88,-0.73
-0.875,-0.75
-0.925,-0.745
-0.96,-0.735
-0.97,-0.725
-0.98,-0.73
-0.94,-0.735
-0.9,-0.745
-0.91,-0.745
-0.92,-0.75
-0.945,-0.745
-0.915,-0.735
-0.86,-0.735
-0.82,-0.735
-0.835,-0.735
-0.87,-0.755
-0.875,-0.76
-0.855,-0.75
-0.82,-0.75
-0.76,-0.785
-0.73,-0.825
-0.7,-0.865
-0.69,-0.865
-0.7,-0.865
-0.745,-0.8
-0.78,-0.74
-0.83,-0.695
-0.83,-0.69
-0.835,-0.685
-0.82,-0.715
-0.815,-0.77
-0.84,-0.81
-0.85,-0.82
-0.875,-0.76
-0.8,-0.695
-0.725,-0.625
-0.675,-0.59
-0.65,-0.59
-0.67,-0.605
-0.74,-0.605
-0.815,-0.63
-0.9,-0.645
-0.93,-0.68
-0.91,-0.71
-0.88,-0.745
-0.84,-0.775
-0.855,-0.805
-0.87,-0.815
-0.9,-0.775
-0.95,-0.765
-1.01,-0.75
-1.05,-0.75
-1.075,-0.765
-1.085,-0.785
-1.095,-0.8
-1.07,-0.795
-1.045,-0.775
-1.0,-0.765
-0.95,-0.745
-0.93,-0.75
-0.93,-0.765
-0.955,-0.765
-0.98,-0.765
-1.01,-0.755
-1.02,-0.745
-0.995,-0.735
-1.01,-0.725
-1.0,-0.72
-1.005,-0.71
-1.01,-0.7
-0.985,-0.705
-0.965,-0.685
-0.955,-0.69
-0.91,-0.715
-0.88,-0.745
-0.865,-0.775
-0.895,-0.765
-0.97,-0.765
-1.05,-0.71
-1.06,-0.685
-0.995,-0.685
-0.91,-0.73
-0.85,-0.8
-0.85,-0.86
-0.905,-0.9
-0.95,-0.955
-1.01,-1.0
-0.995,-1.07
-0.91,-1.17
-0.785,-1.335
-0.645,-1.5
-0.49,-1.675
-0.41,-1.805
-0.37,-1.815
-0.37,-1.75
-0.37,-1.58
-0.325,-1.37
-0.185,-1.125
0.035,-0.92
0.28,-0.67
0.425,-0.41
0.41,-0.115
0.21,0.205
-0.17,0.44
-0.635,0.585
-1.055,0.59
-1.335,0.42
-1.515,0.18
-1.62,-0.045
-1.7,-0.23
-1.82,-0.365
-1.95,-0.395
-2.03,-0.46
-2.11,-0.52
-2.145,-0.565
-2.15,-0.63
-2.135,-0.675
-2.1,-0.68
-2.095,-0.675
-2.095,-0.65
-2.08,-0.625
-2.06,-0.645
-2.01,-0.695
-1.935,-0.735
-1.875,-0.77
-1.845,-0.805
-1.805,-0.82
-1.705,-0.8
-1.585,-0.745
-1.445,-0.66
-1.305,-0.62
-1.205,-0.6
-1.145,-0.605
-1.115,-0.62
-1.105,-0.625
-1.115,-0.605
-1.14,-0.62
-1.17,-0.605
-1.16,-0.6
-1.105,-0.57
-1.03,-0.55
-0.97,-0.55
-0.97,-0.555
-0.995,-0.565
-1.04,-0.545
-1.08,-0.56
-1.1,-0.575
-1.09,-0.605
-1.07,-0.625
-1.05,-0.66
-1.025,-0.675
-1.005,-0.675
-0.99,-0.68
-1.01,-0.665
-1.02,-0.655
-1.06,-0.655
-1.065,-0.655
-1.07,-0.655
-1.065,-0.68
-1.045,-0.705
-1.05,-0.735
-1.075,-0.765
-1.105,-0.775
-1.13,-0.775
-1.15,-0.775
-1.17,-0.76
-1.185,-0.78
-1.205,-0.8
-1.185,-0.79
-1.17,-0.82
-1.155,-0.845
-1.155,-0.87
-1.16,-0.9
-1.16,-0.9
-1.17,-0.9
-1.19,-0.885
-1.245,-0.885
-1.295,-0.895
-1.31,-0.885
-1.29,-0.905
-1.24,-0.91
-1.185,-0.935
-1.16,-0.98
-1.165,-1.01
-1.24,-1.015
-1.32,-0.995
-1.375,-0.98
-1.355,-0.96
-1.265,-0.975
-1.2,-0.99
-1.165,-1.04
-1.175,-1.06
-1.22,-1.05
-1.265,-1.005
-1.28,-0.99
-1.29,-0.99
-1.26,-1.0
-1.205,-1.04
-1.215,-1.06
-1.205,-1.065
-1.205,-1.02
-1.185,-0.95
-1.185,-0.905
-1.165,-0.87
-1.125,-0.86
-1.075,-0.88
-1.01,-0.925
-0.97,-0.935
-0.98,-0.945
-1.0,-0.94
-1.04,-0.905
-1.045,-0.875
-1.01,-0.845
-0.975,-0.82
-0.97,-0.81
-0.945,-0.77
-0.95,-0.745
-0.945,-0.715
-0.91,-0.705
-0.89,-0.685
-0.885,-0.695
-0.92,-0.72
-0.935,-0.735
-0.9,-0.735
-0.86,-0.73
-0.83,-0.72
-0.83,-0.69
-0.855,-0.685
-0.9,-0.645
-0.935,-0.645
-0.94,-0.64
-0.945,-0.65
-0.935,-0.65
-0.915,-0.65
-0.87,-0.655
-0.83,-0.65
-0.815,-0.67
-0.825,-0.665
-0.85,-0.655
-0.865,-0.65
-0.87,-0.64
-0.87,-0.635
-0.855,-0.62
-0.84,-0.615
-0.855,-0.605
-0.905,-0.6
-0.96,-0.595
-0.975,-0.585
-0.95,-0.615
-0.9,-0.61
-0.865,-0.63
-0.875,-0.625
-0.92,-0.66
-0.93,-0.655
-0.95,-0.66
-0.935,-0.65
-0.95,-0.68
-0.99,-0.69
-1.0,-0.68
-0.985,-0.69
-0.955,-0.685
-0.92,-0.68
-0.9,-0.67
-0.875,-0.665
-0.865,-0.645
-0.88,-0.65
-0.895,-0.645
-0.895,-0.665
-0.9,-0.675
-0.93,-0.665
-0.95,-0.67
-0.98,-0.655
-0.945,-0.635
-0.895,-0.62
-0.87,-0.595
-0.87,-0.595
-0.915,-0.63
-0.945,-0.635
-0.955,-0.66
-0.94,-0.655
-0.905,-0.66
-0.905,-0.645
-0.935,-0.64
-0.96,-0.645
-0.955,-0.66
-0.94,-0.665
-0.885,-0.675
-0.875,-0.67
-0.84,-0.64
-0.845,-0.62
-0.85,-0.605
-0.88,-0.575
-0.92,-0.56
-0.925,-0.54
-0.895,-0.565
-0.855,-0.59
-0.835,-0.615
-0.855,-0.61
-0.86,-0.61
-0.86,-0.61
-0.855,-0.59
-0.865,-0.595
-0.9,-0.595
-0.905,-0.59
-0.9,-0.595
-0.87,-0.63
-0.85,-0.67
-0.83,-0.725
-0.85,-0.73
-0.895,-0.73
-0.92,-0.685
-0.945,-0.645
-0.93,-0.615
-0.91,-0.605
-0.875,-0.605
-0.865,-0.625
-0.87,-0.62
-0.855,-0.61
-0.855,-0.625
-0.86,-0.635
-0.855,-0.625
-0.835,-0.6
-0.82,-0.59
-0.79,-0.59
-0.775,-0.6
-0.755,-0.63
-0.755,-0.665
-0.735,-0.7
-0.72,-0.695
-0.72,-0.71
-0.71,-0.685
-0.71,-0.635
-0.7,-0.585
-0.705,-0.535
-0.72,-0.525
-0.75,-0.535
-0.77,-0.525
-0.805,-0.57
-0.815,-0.575
-0.785,-0.61
-0.715,-0.59
-0.67,-0.585
-0.63,-0.565
-0.655,-0.545
-0.685,-0.485
-0.72,-0.445
-0.715,-0.41
-0.7,-0.385
-0.745,-0.4
-0.82,-0.435
-0.895,-0.47
-0.925,-0.49
-0.91,-0.51
-0.885,-0.545
-0.865,-0.565
-0.835,-0.59
-0.845,-0.605
-0.88,-0.61
-0.895,-0.615
-0.905,-0.61
-0.925,-0.605
-0.935,-0.595
-0.965,-0.58
-0.975,-0.575
-0.98,-0.59
-0.985,-0.605
-0.99,-0.64
-0.965,-0.665
-0.935,-0.645
-0.905,-0.655
-0.895,-0.635
-0.925,-0.62
-0.96,-0.62
-0.99,-0.62
-1.03,-0.61
-1.025,-0.62
-1.0,-0.64
-0.975,-0.655
-0.975,-0.665
-0.995,-0.675
-1.0,-0.655
-0.975,-0.62
-0.935,-0.595
-0.94,-0.575
-0.925,-0.585
-0.955,-0.615
-0.99,-0.625
-1.01,-0.635
-1.015,-0.65
-1.005,-0.675
-1.025,-0.72
-1.035,-0.8
-1.015,-0.9
-0.915,-1.025
-0.765,-1.185
-0.61,-1.37
-0.455,-1.55
-0.35,-1.705
-0.325,-1.77
-0.355,-1.72
-0.4,-1.57
-0.37,-1.37
-0.23,-1.155
-0.005,-0.97
0.245,-0.755
0.42,-0.505
0.435,-0.2
0.26,0.09
-0.1,0.325
-0.535,0.435
-0.975,0.42
-1.335,0.285
-1.605,0.05
-1.77,-0.165
-1.865,-0.33
-1.9,-0.41
-1.93,-0.49
-1.945,-0.525
-1.985,-0.59
-2.045,-0.655
-2.085,-0.725
-2.12,-0.765
-2.11,-0.8
-2.085,-0.795
-2.09,-0.775
-2.085,-0.76
-2.065,-0.77
-2.02,-0.765
-1.97,-0.785
-1.905,-0.78
-1.83,-0.765
-1.755,-0.765
-1.66,-0.72
-1.53,-0.67
-1.4,-0.63
-1.285,-0.595
-1.185,-0.575
-1.12,-0.56
-1.11,-0.585
-1.115,-0.585
-1.13,-0.595
-1.15,-0.535
-1.125,-0.505
-1.105,-0.465
-1.06,-0.43
-1.015,-0.42
-1.01,-0.445
-0.99,-0.485
-0.97,-0.53
-0.98,-0.525
-1.04,-0.54
-1.125,-0.54
-1.18,-0.53
-1.2,-0.5
-1.145,-0.485
-1.085,-0.49
-1.025,-0.505
-0.995,-0.53
-0.955,-0.58
-0.955,-0.6
-0.975,-0.64
-1.005,-0.65
-1.08,-0.655
-1.15,-0.645
-1.185,-0.645
-1.175,-0.665
-1.16,-0.67
-1.145,-0.685
-1.155,-0.72
-1.155,-0.74
-1.16,-0.755
-1.16,-0.775
-1.205,-0.795
-1.24,-0.81
-1.285,-0.815
-1.305,-0.825
-1.305,-0.825
-1.295,-0.805
-1.27,-0.815
-1.24,-0.815
-1.22,-0.84
-1.2,-0.86
-1.195,-0.885
-1.225,-0.875
-1.265,-0.885
-1.285,-0.87
-1.32,-0.86
-1.34,-0.88
-1.36,-0.895
-1.36,-0.91
-1.355,-0.925
-1.305,-0.94
-1.24,-0.94
-1.21,-0.965
-1.21,-0.94
-1.2,-0.97
-1.23,-0.975
-1.265,-0.98
-1.29,-0.985
-1.315,-0.99
-1.335,-0.985
-1.32,-0.965
-1.31,-0.945
-1.275,-0.91
-1.245,-0.88
-1.2,-0.875
-1.17,-0.87
-1.165,-0.86
-1.125,-0.865
-1.125,-0.865
-1.095,-0.87
-1.065,-0.85
-1.055,-0.815
-1.035,-0.77
-1.02,-0.765
-1.015,-0.73
-1.065,-0.695
-1.13,-0.7
-1.16,-0.68
-1.07,-0.685
-0.975,-0.68
-0.885,-0.72
-0.84,-0.73
-0.845,-0.745
-0.865,-0.72
-0.92,-0.675
-0.945,-0.62
-0.95,-0.59
-0.935,-0.565
-0.935,-0.57
-0.955,-0.595
-0.97,-0.6
-0.965,-0.605
-0.95,-0.625
-0.93,-0.615
-0.935,-0.61
-0.94,-0.585
-0.965,-0.565
-0.945,-0.54
-0.965,-0.535
-0.97,-0.53
-0.975,-0.52
-0.96,-0.51
-0.99,-0.51
-1.03,-0.495
-1.08,-0.495
-1.03,-0.485
-0.95,-0.505
-0.865,-0.51
-0.815,-0.55
-0.815,-0.575
-0.835,-0.58
-0.9,-0.55
-0.96,-0.525
-1.015,-0.51
-1.04,-0.485
-1.055,-0.495
-1.02,-0.535
-1.005,-0.545
-0.995,-0.565
-1.005,-0.555
-1.02,-0.515
-1.045,-0.5
-1.035,-0.505
-1.01,-0.505
-0.95,-0.525
-0.925,-0.54
-0.915,-0.555
-0.925,-0.54
-0.95,-0.525
-0.97,-0.515
-1.015,-0.485
-1.025,-0.485
-0.995,-0.49
-0.95,-0.515
-0.905,-0.51
-0.895,-0.515
-0.925,-0.52
-0.94,-0.535
-0.955,-0.525
-0.97,-0.515
-0.975,-0.51
-0.99,-0.515
-1.005,-0.515
-1.025,-0.5
-1.045,-0.495
-1.025,-0.49
-0.99,-0.505
-0.96,-0.505
-0.945,-0.51
-0.915,-0.515
-0.915,-0.52
-0.905,-0.495
-0.91,-0.465
-0.915,-0.47
-0.94,-0.47
-0.935,-0.455
-0.935,-0.445
-0.97,-0.445
-0.985,-0.475
-0.985,-0.475
-0.95,-0.5
-0.9,-0.505
-0.835,-0.515
-0.78,-0.505
-0.775,-0.52
-0.795,-0.505
-0.85,-0.51
-0.91,-0.485
-0.955,-0.45
-0.965,-0.46
-0.945,-0.435
-0.935,-0.44
-0.91,-0.445
-0.915,-0.465
-0.925,-0.47
-0.95,-0.47
-0.955,-0.455
-0.945,-0.45
-0.935,-0.455
-0.9,-0.455
-0.9,-0.455
-0.855,-0.455
-0.835,-0.455
-0.85,-0.455
-0.87,-0.47
-0.865,-0.455
-0.85,-0.47
-0.8,-0.495
-0.795,-0.525
-0.79,-0.53
-0.765,-0.535
-0.745,-0.55
-0.745,-0.535
-0.745,-0.5
-0.76,-0.485
-0.76,-0.475
-0.73,-0.44
-0.715,-0.445
-0.715,-0.42
-0.74,-0.415
-0.76,-0.41
-0.805,-0.425
-0.84,-0.44
-0.875,-0.45
-0.855,-0.44
-0.82,-0.44
-0.75,-0.42
-0.7,-0.395
-0.66,-0.375
-0.625,-0.35
-0.64,-0.33
-0.695,-0.325
-0.775,-0.305
-0.91,-0.295
-0.96,-0.325
-0.96,-0.34
-0.93,-0.4
-0.895,-0.44
-0.855,-0.455
-0.86,-0.455
-0.87,-0.45
-0.895,-0.425
-0.89,-0.41
-0.915,-0.415
-0.965,-0.4
-1.03,-0.42
-1.085,-0.425
-1.07,-0.44
-1.05,-0.435
-1.03,-0.44
-1.005,-0.455
-0.98,-0.435
-0.965,-0.43
-0.955,-0.425
-0.95,-0.42
-0.94,-0.45
-0.92,-0.45
-0.87,-0.475
-0.845,-0.48
-0.86,-0.47
-0.87,-0.445
-0.895,-0.435
-0.9,-0.42
-0.905,-0.43
-0.9,-0.445
-0.94,-0.5
-0.935,-0.525
-0.925,-0.55
-0.935,-0.565
-0.935,-0.565
-0.975,-0.54
-1.015,-0.53
-1.03,-0.52
-1.05,-0.565
-1.05,-0.6
-1.015,-0.685
-0.94,-0.78
-0.84,-0.885
-0.725,-1.0
-0.595,-1.12
-0.46,-1.215
-0.32,-1.32
-0.22,-1.36
-0.185,-1.34
-0.19,-1.25
-0.215,-1.13
-0.19,-0.99
-0.14,-0.835
0.01,-0.705
0.175,-0.525
0.29,-0.28
0.295,0.04
0.135,0.37
-0.175,0.625
-0.605,0.74
-1.035,0.71
-1.415,0.52
-1.67,0.255
-1.845,-0.03
-1.94,-0.235
-1.985,-0.375
-2.015,-0.435
-2.02,-0.48
-2.01,-0.52
-2.02,-0.555
-2.05,-0.59
-2.09,-0.63
-2.115,-0.64
-2.135,-0.635
-2.145,-0.615
-2.15,-0.585
-2.13,-0.58
-2.095,-0.58
-1.99,-0.6
-1.875,-0.65
-1.76,-0.66
-1.62,-0.665
-1.465,-0.645
-1.355,-0.58
-1.235,-0.495
-1.175,-0.43
-1.135,-0.365
-1.14,-0.33
-1.125,-0.335
-1.115,-0.35
-1.09,-0.395
-1.055,-0.435
-1.04,-0.445
-1.025,-0.42
-1.07,-0.37
-1.125,-0.3
-1.16,-0.265
-1.12,-0.26
-1.07,-0.285
-1.03,-0.34
-1.03,-0.395
-1.025,-0.435
-1.05,-0.45
-1.075,-0.46
-1.095,-0.46
-1.11,-0.47
-1.125,-0.46
-1.115,-0.48
-1.12,-0.47
-1.115,-0.485
-1.125,-0.465
-1.14,-0.5
-1.14,-0.525
-1.14,-0.555
-1.15,-0.595
-1.165,-0.605
-1.185,-0.645
-1.19,-0.635
-1.21,-0.635
-1.21,-0.63
-1.225,-0.605
-1.22,-0.61
-1.23,-0.63
-1.245,-0.645
-1.25,-0.67
-1.265,-0.705
-1.285,-0.755
-1.295,-0.765
-1.3,-0.78
-1.32,-0.78
-1.32,-0.785
-1.315,-0.79
-1.295,-0.765
-1.295,-0.77
-1.315,-0.775
-1.345,-0.8
-1.365,-0.795
-1.39,-0.805
-1.365,-0.825
-1.33,-0.83
-1.31,-0.845
-1.305,-0.86
-1.3,-0.875
-1.31,-0.875
-1.315,-0.86
-1.31,-0.84
-1.315,-0.83
-1.3,-0.815
-1.28,-0.8
-1.25,-0.8
-1.23,-0.775
-1.215,-0.765
-1.195,-0.76
-1.205,-0.755
-1.2,-0.755
-1.19,-0.745
-1.17,-0.735
-1.145,-0.72
-1.11,-0.685
-1.09,-0.68
-1.075,-0.66
-1.045,-0.64
-1.015,-0.62
-1.0,-0.6
-1.0,-0.58
-1.02,-0.54
-1.045,-0.51
-1.045,-0.485
-1.01,-0.495
-0.99,-0.475
-0.965,-0.46
-0.95,-0.445
-0.945,-0.45
-0.945,-0.455
-0.94,-0.46
-0.945,-0.47
-0.945,-0.48
-0.97,-0.475
-0.96,-0.465
-0.95,-0.42
-0.955,-0.38
-0.945,-0.37
-0.95,-0.355
-0.975,-0.34
-0.97,-0.37
-0.96,-0.37
-0.97,-0.385
-0.975,-0.4
-0.965,-0.41
-0.98,-0.42
-0.965,-0.42
-0.975,-0.425
-0.97,-0.425
-0.965,-0.435
-0.97,-0.435
-0.99,-0.42
-1.0,-0.44
-1.015,-0.44
-1.005,-0.47
-1.015,-0.48
-1.02,-0.465
-1.025,-0.455
-1.015,-0.42
-1.005,-0.415
-1.0,-0.385
-0.995,-0.385
-0.99,-0.4
-0.985,-0.385
-0.975,-0.4
-0.975,-0.39
-1.0,-0.425
-1.015,-0.435
-0.99,-0.455
-0.98,-0.45
-0.96,-0.465
-0.97,-0.44
-1.005,-0.43
-1.02,-0.44
-1.03,-0.435
-1.05,-0.45
-1.04,-0.465
-1.025,-0.47
-1.045,-0.475
-1.045,-0.47
-1.045,-0.47
-1.05,-0.47
-1.035,-0.465
-1.055,-0.475
-1.045,-0.45
-1.04,-0.455
-1.035,-0.435
-1.015,-0.425
-1.025,-0.44
-1.01,-0.43
-1.02,-0.425
-1.01,-0.44
-1.02,-0.46
-0.995,-0.475
-0.995,-0.47
-0.99,-0.47
-0.985,-0.435
-1.0,-0.455
-1.03,-0.43
-1.035,-0.425
-1.045,-0.435
-1.065,-0.47
-1.08,-0.48
-1.09,-0.485
-1.095,-0.505
-1.08,-0.515
-1.055,-0.52
-1.045,-0.5
-1.04,-0.475
-1.05,-0.465
-1.04,-0.455
-1.05,-0.47
-1.055,-0.48
-1.035,-0.495
-1.025,-0.5
-1.02,-0.5
-0.995,-0.515
-0.985,-0.49
-0.96,-0.47
-0.95,-0.43
-0.95,-0.4
-0.96,-0.405
-0.95,-0.41
-0.965,-0.41
-0.985,-0.425
-0.98,-0.445
-0.965,-0.465
-0.945,-0.5
-0.96,-0.505
-0.955,-0.515
-0.95,-0.525
-0.96,-0.52
-0.95,-0.515
-0.935,-0.515
-0.91,-0.5
-0.86,-0.51
-0.825,-0.5
-0.8,-0.5
-0.795,-0.48
-0.785,-0.435
-0.81,-0.395
-0.835,-0.365
-0.855,-0.37
-0.885,-0.355
-0.895,-0.405
-0.905,-0.42
-0.9,-0.46
-0.875,-0.46
-0.84,-0.45
-0.805,-0.4
-0.805,-0.345
-0.79,-0.335
-0.805,-0.29
-0.81,-0.27
-0.84,-0.26
-0.855,-0.27
-0.87,-0.295
-0.895,-0.32
-0.915,-0.355
-0.935,-0.36
-0.95,-0.385
-0.96,-0.385
-0.97,-0.405
-0.965,-0.405
-0.975,-0.415
-0.965,-0.42
-0.97,-0.45
-0.975,-0.43
-0.985,-0.445
-0.995,-0.44
-1.01,-0.44
-1.0,-0.43
-0.995,-0.455
-1.005,-0.45
-1.025,-0.445
-1.045,-0.46
-1.055,-0.425
-1.065,-0.45
-1.065,-0.475
-1.075,-0.475
-1.075,-0.49
-1.06,-0.475
-1.06,-0.465
-1.06,-0.455
-1.05,-0.505
-1.045,-0.495
-1.06,-0.53
-1.065,-0.54
-1.105,-0.535
-1.125,-0.545
-1.165,-0.555
-1.175,-0.55
-1.165,-0.555
-1.13,-0.565
-1.095,-0.565
-1.09,-0.55
-1.075,-0.535
-1.08,-0.545
-1.055,-0.59
-1.06,-0.645
-1.0,-0.74
-0.91,-0.84
-0.805,-0.97
-0.66,-1.1
-0.515,-1.205
-0.36,-1.315
-0.24,-1.375
-0.185,-1.415
-0.19,-1.355
-0.205,-1.25
-0.2,-1.11
-0.16,-0.97
-0.065,-0.79
0.07,-0.635
0.205,-0.455
0.28,-0.22
0.275,0.085
0.14,0.37
-0.12,0.615
-0.495,0.73
-0.905,0.69
-1.28,0.515
-1.575,0.24
-1.765,-0.04
-1.865,-0.27
-1.905,-0.395
-1.94,-0.46
-1.97,-0.49
-2.0,-0.54
-2.03,-0.58
-2.045,-0.63
-2.05,-0.66
-2.06,-0.67
-2.085,-0.665
-2.085,-0.675
-2.095,-0.64
-2.075,-0.625
-2.045,-0.63
-2.025,-0.645
-1.975,-0.675
-1.895,-0.67
-1.785,-0.675
-1.65,-0.66
-1.505,-0.625
-1.355,-0.585
-1.245,-0.505
-1.15,-0.46
-1.085,-0.415
-1.065,-0.385
-1.09,-0.37
-1.08,-0.395
-1.095,-0.385
-1.09,-0.385
-1.055,-0.39
-1.025,-0.365
-1.005,-0.345
-0.99,-0.35
-0.98,-0.35
-0.98,-0.37
-0.995,-0.38
-1.01,-0.39
-1.03,-0.4
-1.03,-0.4
-1.04,-0.4
-1.04,-0.385
-1.03,-0.395
-1.025,-0.39
-1.015,-0.4
-1.03,-0.415
-1.04,-0.435
-1.065,-0.465
-1.075,-0.49
-1.1,-0.495
-1.105,-0.51
-1.095,-0.535
-1.1,-0.53
-1.115,-0.55
-1.115,-0.56
-1.125,-0.565
-1.13,-0.59
-1.11,-0.59
-1.13,-0.605
-1.155,-0.63
-1.17,-0.665
-1.205,-0.675
-1.215,-0.685
-1.23,-0.715
-1.24,-0.73
-1.24,-0.74
-1.235,-0.74
-1.245,-0.74
-1.235,-0.745
-1.25,-0.735
-1.26,-0.75
-1.25,-0.775
-1.27,-0.805
-1.27,-0.815
-1.29,-0.825
-1.305,-0.855
-1.31,-0.845
-1.325,-0.845
-1.32,-0.85
-1.31,-0.85
-1.3,-0.845
-1.285,-0.855
-1.27,-0.865
-1.275,-0.86
-1.27,-0.88
-1.265,-0.865
-1.27,-0.87
-1.25,-0.865
-1.275,-0.86
-1.235,-0.855
-1.215,-0.85
-1.185,-0.825
-1.16,-0.81
-1.155,-0.79
-1.135,-0.775
-1.13,-0.77
-1.13,-0.765
-1.12,-0.75
-1.095,-0.745
-1.08,-0.74
-1.07,-0.71
-1.055,-0.67
-1.03,-0.65
-1.015,-0.625
-0.99,-0.6
-0.99,-0.59
-0.975,-0.615
